                       ,Game,Company,Created By,Created,Company Domain,Channels,Notes (old),Contacted,Sales Material,Campaign Preview,SQL,SQL (+ Region),SQL (+Project Stage),SQL (Gaming),Score,ICP,Fundraising,Team,Wishlists,Publisher,Release Date,Game Currency,Currency Name,Webshop,Webshop URL,NFT,NFT Marketplace/Contract URL,Coin,ERC20 contract URL,Blockchain,Region,Uses competitor,Project Stage,Company Founded,Roadmap URL,Twitter Created,Twitter Followers,Discord Members,Game Domain,Youtube Video URL,Twitter Tweet URL,Discord Invite URL,Discord Server ID,Q1 - Type,Q1 - Points,Q1 - Title,Q1 - Description,Q2 - Type,Q2 - Points,Q2 - Title,Q2 - Description,Q3 - Type,Q3 - Points,Q3 - Title,Q3 - Description,Q4 - Type,Q4 - Points,Q4 - Title,Q4 - Description,Q5 - Type,Q5 - Points,Q5 - Title,Q5 - Description
Web3 Gaming,Skyweaver,Horizon,Phillip,6/15/2023,horizon.io,Email,,Contacted,Not needed,https://dashboard.thx.network/preview/64ca2f62aefc41bb48e7aabd,Yes,Yes,No,No,12,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/skyweaver,Not using,,Polygon,North America,Own Reward System,,,,,"24,400","88,000",https://www.skyweaver.net/,https://www.youtube.com/watch?v=uRvfGn5wWdc,https://twitter.com/SkyweaverGame/status/1686330915096608768,https://discord.com/invite/skyweaver,444586810765475860,Custom,250,Buy a Hero,Buy any hero listed on the marketplace,Custom,50,Deck builder,Modify and build your deck before playing,Custom,50,Trying my Skills,Aquire a Conquest ticket ,Daily,50,Daily player,Play any gamemode match and achieve 1 win daily,,,,
Web3 Gaming,Stella Fantasy,Ring Games,Phillip,6/15/2023,https://ringgames.com/,Google form,looks shady,,Not needed,,No,No,No,No,9,Unknown,Raised funds,>10,,,,,,,,Using,https://bsc-marketplace.stellafantasy.io/market/character?,Using,https://bscscan.com/token/0xE9d6d6D7CDE5C7d45927F8c37460d932E612C902,BNB,Europe,Unknown,,,,,"57,600",48000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Project Loki,Theorycraft Games,Phillip,6/15/2023,theorycraftgames.com,,web2,,Not needed,,No,No,No,No,12,Available,Raised funds,>10,,,,,,,,Not using yet,,Not using yet,,Polygon,North America,Unknown,,,,,"18,899","20,000",,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Delysium,Kurosemi,Phillip,6/15/2023,http://delysium.com,Discord Ticket / Telegram DM,,Contacted,Complete,https://dashboard.thx.network/preview/64ca2f6caefc41bb48e7aadd,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://marketplace.delysium.com/,Using,https://bscscan.com/token/0x818835503f55283cd51a4399f595e295a9338753,Ethereum,North America,Galxe,,,,,"168,000","119,000",https://www.delysium.com/,https://www.youtube.com/watch?v=i9LZU8I39GU,https://twitter.com/The_Delysium/status/1686015242063458305,https://discord.com/invite/delysium,917041957522538557,Custom,250,Marketplace Reward,Buy an NFT from the marketplace,Custom,200,Locking up!,lock delysium multiverse NFT (DML) ,Custom,1000,Aquire accelerator NFT,Buy a Delysium Multiverse accelerator for 1000 USDT,Custom,100,Makes you stronger,Complete a match without dieing!,,,,
Web3 Gaming,,Revolving Games,Phillip,6/15/2023,revolvinggames.com,,Closed,,Not needed,,No,No,No,No,10,Available,Raised funds,>10,,,,,,,,Unknown,,Unknown,,EVM chain,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Pirates of the Arrland,Anfata Games,Phillip,6/15/2023,https://arrland.com,"Discord Ticket, Telegram Group",,Contacted,Complete,https://dashboard.thx.network/preview/657192d9d316eadb50f2a870,Yes,Yes,No,No,9,Available,Raising funds,>10,,,,,,,,Using,https://account.arrland.com/,Using,https://etherscan.io/token/0xe804f5a2b14ae03345fffb89bded13a2ef5cefa7,Ethereum,Europe,Galxe,,,,,"35,300","20,000",https://arrland.com,https://www.youtube.com/watch?v=q8GbcfY7yO0,https://twitter.com/ArrlandNFT/status/1696936250341572772,https://discord.com/invite/zsDQzKh73p,891757101939052546,Custom,50,Buy a pirate,Buy a pirate from the NFT marketplace,Daily,25,Raider of the healing sea,Use 20 health packs in a single match,,,,,,,,,,,,
Web3 Gaming,The Red Village,Big Kid Studios,Phillip,6/15/2023,theredvillage.com,Discord DM Founder | Email,Closed / to reconnect,Contacted,Complete,https://dashboard.thx.network/preview/64ca2f75aefc41bb48e7aafd,Yes,Yes,No,No,10,Available,Raised funds,>10,,,,,,,,Using,https://trv.hawku.com/c/trv/trv_champion?selected_mode=grid&selected_tab=listings,Unknown,,Polygon,North America,Galxe,,,,,"34,500","8,000",https://theredvillage.com/,https://www.youtube.com/watch?v=uekouXcdOd8&ab_channel=THEREDVILLAGE,https://twitter.com/TheRedVillage/status/1532469029243613184,https://discord.com/invite/theredvillage,882427312346366022,Custom,500,First place,Win first place in a tournament,Custom,100,Own 5 nfts,Points for owning 5 The Red Village NFTS,Custom,350,Champion loyalist,Battle with your champion 250 times,Daily,51,Born to win,Own a champion with a 51% win percentage,Custom,500,Bringing home the bacon,Achieve a total winnings of $1000
Web3 Gaming,Superwalk,Proground,Prasanth,6/15/2023,proground.co.kr,Email,,,Not needed,,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/superwalk-collection,Using,https://scope.klaytn.com/token/0x84F8C3C8d6eE30a559D73Ec570d574f671E82647,Klaytn,Asia,Unknown,,,,,"30,300","27,800",https://superwalk.io/,https://www.youtube.com/watch?v=SxoucdkgiEo,https://twitter.com/SuperWalk_/status/1684849844710748160,,,Custom,750,im gonna be ,Walk over 500KMs in the app,Custom,200,Recharged,"Earn 10,000 Pts within the app",Custom,200,Ready to walk?,mint yourself a pair of shoes within the app,Social,50,Walk with us,Follow us on Twitter,,,,
Web3 Gaming,,Ready Games,Phillip,6/15/2023,ready.gg,,,,Not needed,,No,No,No,No,10,Available,Raised funds,>10,,,,,,,,Unknown,,Unknown,,EVM chain,North America,Unknown,,,,,"13,400","13,600",,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Bloktopia,Bloktopia,Phillip,6/15/2023,bloktopia.com,Discord Ticket | Telegram DM,"Created a ticket, sent Alex a DM",,Not needed,,Yes,Yes,No,No,#REF!,Available,Raised funds,>10,,,,,,,,Using,https://landsale.bloktopia.com/,Using,https://polygonscan.com/token/0x229b1b6c23ff8953d663c4cbb519717e323a0a84,Polygon,Europe,Unknown,,,,,"345,000","57,000",https://www.bloktopia.com/,https://www.youtube.com/watch?v=QQQOb0jq0UA,https://twitter.com/bloktopia/status/1684904014205304833,,,Custom,75,"You know, I'm very photogenic.",Create an avatar using your photo,Custom,500,Happiness is homemade,Purchase REBLOK using $BLOK tokens and aquire real estate,Social,50,Strangers become friends,"Share the love, hit retweet.",Custom,250,M3TASPACE Astronaut,Test the game campaign,,,,
Web3 Gaming,Blast Royale,First Light Games,Phillip,6/15/2023,blastroyale.com,Discord \ Linkedin,,Contacted,Complete,https://dashboard.thx.network/preview/64cca5947b548f86363d371d,Yes,Yes,No,No,12,Available,Raised funds,>10,,,,,,,,Using,https://hub.blastroyale.com/marketplace,Using,https://polygonscan.com/token/0xae14e29c4b59d072507640e72151dad1bf5fe295,Polygon,Europe,Unknown,,,,,"33,333","15,000",https://www.blastroyale.com/,https://www.youtube.com/watch?v=_KGHNfMn7lY,https://twitter.com/blastroyale/status/1684687970715021314,https://discord.com/invite/blastroyale,704260658535071814,Custom,75,"Your face, your ass ",Get a triple kill with the rocket launcher,Custom,125,weed whacker,Kill 25 players with the chain gun,Daily,100,Daily player,Win 3 games,Custom,50,Bazzaar shopper,Buy an NFT from the Blast Hub ,Custom,250,Box buyer,Buy a blast box from the marketplace
Web3 Gaming,,nCore Games,Phillip,6/15/2023,ncoregames.com,,Closed,,Not needed,,No,No,No,No,#REF!,Available,Raised funds,>10,,,,,,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Proxi,Gallium Studios,Phillip,6/15/2023,galliumstudios.com,,,,Not needed,,No,No,No,No,3,Available,Raised funds,>10,,,,,,,,Not using yet,,Not using yet,,Unknown,North America,Unknown,Beta,,https://www.galliumstudios.com/proxi,November 2020,2012,1070,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,GAMEE,GAMEE,Prasanth,6/15/2023,gamee.com,Email & Discord Ticket,,Contacted,Complete,https://dashboard.thx.network/preview/64be30e0f2e2f87f1c699ccc,Yes,Yes,No,No,12,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/gbots-gamee,Using,https://polygonscan.com/token/0xcf32822ff397ef82425153a9dcb726e5ff61dca7,Polygon,Europe,Zealy,,,,,"63,700","49,783",https://www.gamee.com/,https://www.youtube.com/watch?v=MrW-ISEQcqk,,,,Custom,200,Provide liquidity by staking,Provide liquidity by staking over 200 dollars,Social,50,Join our discord,Join GAMEE'S discord server,Referral,25,Invite a friend to Discord,Refer a friend to the Discord server (25pts each refeeral),Daily,5,Free points for you,Claim your daily free points for logging in,,,,
Web3 Gaming,Arc8,GAMEE,Prasanth,6/15/2023,gamee.com,Email & Discord Ticket,,Contacted,Complete,https://dashboard.thx.network/preview/64be30d6f2e2f87f1c699ca6,Yes,Yes,No,No,12,Available,Raised funds,>10,,,,,,,,Using,,Using,https://polygonscan.com/token/0xcf32822ff397ef82425153a9dcb726e5ff61dca7,Polygon,Europe,Zealy,,,,,"111,000","50,000",https://arc8.com/,https://www.youtube.com/watch?v=MrW-ISEQcqk,,https://discord.com/invite/q7kf7NnFsU,802219859537690634,Custom,100,Get a 10x multiplier in man city striker,Get a 10x multiplier in man city striker,Custom,100,Enter the lucky draw,cashback in points for entering the lucky draw,Custom,50,Buy any reward pack or battery boost in the store,Buy any reward pack or battery boost in the store,Social,50,Share us on social media,Share us on social media,,,,
Web3 Gaming,Undead Blocks,Wagyu Games,Prasanth,6/15/2023,wagyu.io,Discord or Linkedin,,Contacted,Complete,https://dashboard.thx.network/preview/64ca2f7eaefc41bb48e7ab1d,Yes,Yes,No,No,9,Available,Raised funds,Unknown,,,,,,,,Using,https://opensea.io/collection/undead-blocks-weapons,Using,https://etherscan.io/token/0x310C8F00b9dE3c31Ab95ea68feb6C877538f7947,Ethereum,North America,Unknown,,,,,"53,600","22,000",https://www.undeadblocks.com/,https://www.youtube.com/watch?v=JjDHu-T_twk,https://twitter.com/UndeadBlocks/status/1630713698951077888,https://discord.com/invite/S53qxR5b55,896838601395011654,Custom,200,Kill 5000 Zombies,Points for killing an insane amount of zombies,Custom,250,Trade a skin on immutable marketplace,Trade a skin on immutable marketplace,Custom,100,Spend EXP to open a door in the map,Spend EXP to open a door in the map,Custom,50,Gold zbucks,While playing the game get a gold zbucks drop from a zombie,,,,
Web3 Gaming,,Regression,Phillip,6/15/2023,regression.gg/,,Web2,,Not needed,,No,No,No,No,12,Unknown,Raised funds,>10,,,,,,,,Not using,,Unknown,,Polygon,North America,Unknown,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Million on Mars,Million on mars,Phillip,6/15/2023,milliononmars.com,Linkedin,"No Discord , Low acctivity in TW",Contacted,Complete,https://dashboard.thx.network/preview/64d3a8444215ffa0a02cbea8,Yes,Yes,No,No,6,Available,Raised funds,>10,,,,,,,,Using,https://neftyblocks.com/collection/onmars,Not using yet,,WAX,North America,Unknown,Alpha,,https://docs.milliononmars.com/playerguide/meta-information/roadmap,April 2020,"23,100",,https://milliononmars.com/,https://www.youtube.com/watch?v=E_eEiew_4fI,https://twitter.com/MilliononMars/status/1575185061796020226,N/A,,Custom,500,Level 10 Warehouse,Get your Regolith Warehouse to level 10,Custom,25,Marketplace ,Buy/Sell an item on the marketplace,Custom,200,Task completionist,Complete 100 tasks,Custom,100,Level 5 ,Get any building to level 5,Custom,250,Access granted,Buy an access pack
Web3 Gaming,,Hadean,Phillip,6/15/2023,hadean.com,,"Not Gaming , Web2",,Not needed,,No,No,No,No,9,Unknown,Raised funds,>10,,,,,,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Carbify,Carbify,Mieszko,6/16/2023,carbify.io,Email,,Contacted,Complete,https://dashboard.thx.network/preview/64cca59e7b548f86363d3731,Yes,Yes,No,No,7,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/Carbify,Using,https://polygonscan.com/token/0xb6a5ae40e79891e4deadad06c8a7ca47396df21c,Polygon,Europe,Unknown,Post Launch,,,November 2022,"7,800",2000,https://www.carbify.io/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Carrom Blitz,Joyride Games,Prasanth,6/16/2023,onjoyride.com,Form,,Contacted,Complete,https://dashboard.thx.network/preview/64ca2f88aefc41bb48e7ab3d,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/tennis-champs-genesis,Unknown,,Flow,North America,Unknown,,,,,"127,000","34,000",https://www.onjoyride.com/games/carrom-blitz,https://www.youtube.com/watch?v=KLM2pWwBzno,https://twitter.com/onjoyride/status/1632810813332287497,https://discord.com/invite/joyride,908288379010035712,Daily,50,High stakes,wager more then 5 dollars value in pool blitz,Daily,100,Blackjack ,Get a blackjack in Blackjack Blitz,Custom,250,Are we solataire yet?,Play 25 games of solataire,Social,50,Join Joyride game's discord,Points for joining Joyride game's discord server,,,,
Web3 Gaming,Super Champs,Joyride Games,Prasanth,6/16/2023,onjoyride.com,,,,Not needed,,No,No,No,No,3,Available,Raised funds,>10,,,,,,,,Unknown,,Unknown,,Unknown,North America,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Citizen Conflict,QORPO Game Studio,Prasanth,6/17/2023,qorpo.world,Form,Form,Contacted,Complete,https://dashboard.thx.network/preview/64be30c5f2e2f87f1c699c81,Yes,Yes,No,No,9,Available,Raising funds,>10,,,,,,,,Using,https://qorpo.market/,Unknown,,BNB,Europe,Galxe,,,,,"155,300","53,500",https://www.citizenconflict.com,,,,,Daily,100,Headshot,Kill 5 people with headshots,Daily,200,Now you see me now you don't,Kill an enemy while breaking invisibility,Daily,250,I AM THOR,Kill 2 players with the big hammer's aoe damage,Social,50,Join Citizen Conflict's discord,Points for joining Citizen Conflict's discord,,,,
Web3 Gaming,Thetan Arena,Wolffun Game,Prasanth,6/17/2023,wolffungame.com,Form,Form,Contacted,Complete,https://dashboard.thx.network/preview/657b162da55b5ec6f45c9631,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://marketplace.thetanarena.com/,Using,https://bscscan.com/address/0x9fd87aefe02441b123c3c32466cd9db4c578618f,BNB,Asia,Galxe,,,,,"330,000","47,850",https://thetanarena.com/,https://www.youtube.com/watch?v=LOXGNvKEuIA,https://twitter.com/ThetanArena/status/1685998751788437504,https://discord.com/invite/thetanarena,871649660605984820,Custom,50,Spend your crypto coins on different gear,Spend your crypto coins on different gear,Daily,250,"""light it up like it's dynamite""",Play and win a match with only the timer bomb ( you can buy the timer bomb from the store with cryptocoins),Custom,300,"""Ghost busters""",Play a team match with your whole team using only just the drone chain,Social,50,Join our discord,Points for joining Wolfrun game's discord ,,,,
Web3 Gaming,Cryowar,Cryowar,Prasanth,6/17/2023,cryowar.com,,Closed,,Not needed,,No,No,No,No,9,Available,Raised funds,Unknown,,,,,,,,Unknown,,Unknown,,Unknown,Europe,Unknown,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Cards of Ethernity,Aether Games,Prasanth,6/17/2023,aethergames.io,TG DM CMO,,Contacted,Complete,https://dashboard.thx.network/preview/64ca2f8faefc41bb48e7ab51,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/coeforsakenheroes,Using,https://polygonscan.com/token/0x6b44232BD0cCB3A1ac3587464069629cbdEFBF28,Polygon,North America,Unknown,,,,,"1,300","23,000",https://coe.gg/,https://www.youtube.com/watch?v=6Y7-1N-d518,https://twitter.com/CoECardGame/status/1669636244484104197,,,Custom,200,Finish the in game tutorial,Finish the in game tutorial,Daily,100,Win 3 games with different opponents,Win 3 games with different opponents,Social,50,Join our Discord,Points for joining our discord server,Custom,200,Buy some cards ,Buy some cards on the marketplace,,,,
Web3 Gaming,Cross The Ages,Cross The Ages,Prasanth,6/17/2023,crosstheages.com,email,,Contacted,Complete,https://dashboard.thx.network/preview/64be30bc2ac414538a3358a0,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/cross-the-ages-arkhante-booster-premium-pack-1,Using,https://immutascan.io/address/0xa04bcac09a3ca810796c9e3deee8fdc8c9807166?tab=1&forSale=true,IMX,Europe,Zealy,,,,,"133,700","27,500",https://www.crosstheages.com/,,,,,Custom,100,Buy an NFT card on Opensea or immutable,Buy an NFT card on Opensea or immutable,Referral,,,,Custom,200,Create a trinity with your cards and win the game,Create a trinity with your cards and win the game,Referral,500,Refer a friend ,refer a friend then have that friend buy/mint cards then get additional points every time they do a mint?,,,,
Web3 Gaming,Ember Sword,Bright Star Studios,Prasanth,6/17/2023,brightstar.studio,email or form,,Contacted,Complete,https://dashboard.thx.network/preview/64be30af2ac414538a335876,Yes,Yes,No,No,12,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/embersword-land,Unknown,,Polygon,Europe,Unknown,,,,,"86,000","69,000",https://embersword.com/,,,,,Custom,50,"Boar's Brawl: A Beginner's Hunt""",Kill 3 boars in ember sword,Custom,200,1000 Foes Vanquished,Points for looting 1000 enemies,Custom,500,The Path to 10,Points for reaching level 10,Social,50,Social Media Savvy,Points for retweeting and liking a twitter post,,,,
Web3 Gaming,Starfall Arena,Bell Curve Labs,Prasanth,6/17/2023,bellcurvelabs.com,,No Collabs now,,Not needed,,No,No,No,No,3,Available,Unknown,Unknown,,,,,,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Legendary Heroes Unchained,N3TWORK,Prasanth,6/17/2023,n3twork.com,Form,,Contacted,Complete,https://dashboard.thx.network/preview/64ca2f97aefc41bb48e7ab69,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/lhu-loyalty-pass,Unknown,,Ethereum,North America,Unknown,,,,,"36,400","56,000",https://www.legendaryheroesunchained.com/,https://www.youtube.com/watch?v=WEBsdG-uEOI,https://twitter.com/LHUGame/status/1683525559572365313,https://discord.com/invite/33hGHFFcDp,963882316151791666,Custom,100,Complete 10 battles,Complete 10 battles,Daily,200,level up your heros,level up your heros,Social,50,Join our Discord,Join our Discord,Custom,200,Earn 1000 coins playing the game,Earn 1000 coins playing the game,,,,
Web3 Gaming,MetaJuice,IMVU Inc,Prasanth,6/17/2023,NOT FOUND,Discord Ticket,,Contacted,Complete,https://dashboard.thx.network/preview/64ca2f9faefc41bb48e7ab87,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Unknown,,Using,https://etherscan.io/token/0x733B5056a0697e7a4357305FE452999a0C409feb,Ethereum,North America,Galxe,,,,,"37,800","20,500",https://metajuice.com/,https://www.youtube.com/watch?v=5aMwUqQ5PCE,https://twitter.com/themetajuice/status/1663668245096976384,https://discord.com/invite/aE6Nbn6zVv,982013505827909652,Custom,250,Buy a limited edition NFT,Buy a limited edition NFT,Custom,100,Create a female/male character,Create a female/male character,Custom,50,Enter any chatroom,Enter any chatroom,Social,50,Retweet Twitter post,Points for retweeting and liking a twitter post,,,,
Web3 Gaming,Dehorizon,Dehorizon,Phillip,6/17/2023,dehorizon.fun,,Project Inactive,,Not needed,,No,No,No,No,9,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,,Unknown,Unknown,QuestN,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Playsipher,Ather Labs,Phillip,6/17/2023,atherlabs.com,DM in Discord,,,Not needed,,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/sipheriansurge,Using,https://etherscan.io/token/0x9F52c8ecbEe10e00D9faaAc5Ee9Ba0fF6550F511,Ethereum,Asia,Own Reward System,Alpha,,https://cdn.discordapp.com/attachments/1037786268525936740/1124358784056307883/IMG_4628.png,June 2021,103000,165000,https://playsipher.com/,https://www.youtube.com/watch?v=M3aE4FxaPo0,https://twitter.com/playSIPHER/status/1684176441301430273,https://discord.com/invite/playSIPHER,857914873106399303,Custom,100,Stake $SIPHER ,Stake your $SIPHER and provide liquidity for 30 days,Custom,100,Aquire an NFT,Buy a Sipherian surge NFT from Opensea,Custom,75,Boom boom boom!,Kill 250 enemies with a grenade launcher,Custom,50,Slashing time,Kill a group of enemies dashing into melee combat with a demon sword,Custom,50,Turret master,Kill a total of 500 enemies with turrets
